ticker,date,open,high,low,close,adj_close,volume
^VIX,2026-09-09 05:00:00,15.649999618530272,16.68000030517578,15.56999969482422,16.459999084472656,16.459999084472656,0
^VIX,2026-09-10 05:00:00,16.309999465942383,18.170000076293945,16.290000915527344,17.84000015258789,17.84000015258789,0
^VIX,2026-09-11 05:00:00,17.510000228881836,17.709999084472656,15.59000015258789,15.84000015258789,15.84000015258789,0
^VIX,2026-09-14 05:00:00,17.5,18.170000076293945,16.579999923706055,17.100000381469727,17.100000381469727,0
^VIX,2026-09-15 05:00:00,17.56999969482422,18.030000686645508,16.790000915527344,17.200000762939453,17.200000762939453,0
^VIX,2026-09-16 05:00:00,16.90999984741211,18.940000534057617,16.399999618530273,17.709999084472656,17.709999084472656,0
^VIX,2026-09-17 05:00:00,16.030000686645508,16.290000915527344,15.380000114440918,15.550000190734863,15.550000190734863,0
^XAX,2026-09-03 04:00:00,8890.5595703125,8976.25,8816.3798828125,8846.76953125,8846.76953125,0
^XAX,2026-09-04 04:00:00,8846.76953125,8846.76953125,8637.4599609375,8659.9296875,8659.9296875,0
^XAX,2026-09-08 04:00:00,8659.9296875,8862.9404296875,8659.9296875,8777.2197265625,8777.2197265625,0
^XAX,2026-09-09 04:00:00,8777.2197265625,8892.5703125,8747.98046875,8783.48046875,8783.48046875,0
^XAX,2026-09-10 04:00:00,8783.48046875,8783.48046875,8664.3896484375,8664.5595703125,8664.5595703125,0
^XAX,2026-09-11 04:00:00,8664.5595703125,8682.5302734375,8557.080078125,8622.080078125,8622.080078125,0
^XAX,2026-09-14 04:00:00,8622.080078125,8779.4599609375,8622.080078125,8662.16015625,8662.16015625,0
^XAX,2026-09-15 04:00:00,8662.16015625,8858.0595703125,8662.16015625,8803.2197265625,8803.2197265625,0
^XAX,2026-09-16 04:00:00,8803.2197265625,8803.2197265625,8471.900390625,8542.240234375,8542.240234375,0
^XAX,2026-09-17 04:00:00,8542.2421875,8681.626953125,8542.2421875,8645.0927734375,8645.0927734375,0
