,^GSPC,,,,,,,^IXIC,,,,,,,^DJI,,,,,,,^NYA,,,,,,,^XAX,,,,,,,^BUK100P,,,,,,,^RUT,,,,,,,^VIX,,,,,,,^GDAXI,,,,,,,^FCHI,,,,,,,^STOXX50E,,,,,,,^N100,,,,,,,^BFX,,,,,,,IMOEX.ME,,,,,,,^N225,,,,,,,^HSI,,,,,,,000001.SS,,,,,,,399001.SZ,,,,,,,^AXJO,,,,,,,^AORD,,,,,,,^BSESN,,,,,,,^JKSE,,,,,,,^NZ50,,,,,,,^KS11,,,,,,,^TWII,,,,,,,^GSPTSE,,,,,,,^BVSP,,,,,,,^MXX,,,,,,,^IPSA,,,,,,,^MERV,,,,,,,^TA125.TA,,,,,,,^CASE30,,,,,,,^JN0U.JO,,,,,
Date,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close
1/22/2009,839.7399902,811.289978,839.7399902,827.5,5843830000,827.5,,1492.469971,1444.079956,1470.849976,1465.48999,2286190000,1465.48999,,8224.830078,7957.140137,8224.429688,8122.799805,420040000,8122.799805,,5273.990234,5075.040039,5273.990234,5171.680176,5843830000,5171.680176,,1357.420044,1326.73999,1357.420044,1339.300049,94500,1339.300049,,,,,,,,,456.1600037,435.5400085,456.1600037,442.8500061,5843830000,442.8500061,,51.75999832,46.50999832,50.65000153,47.29000092,0,47.29000092,,4368.470215,4197.02002,4313.359863,4219.419922,140286900,4219.419922,,2981.100098,2864.73999,2964.659912,2869.620117,163124100,2869.620117,,2247.560059,2150.939941,2208.800049,2160.070068,0,2160.070068,,515.9199829,497.7200012,511.6199951,498.9200134,331475900,498.9200134,,1853.569946,1802.040039,1837.670044,1805.380005,43369200,1805.380005,,,,,,,,,8051.740234,7809.890137,7988.299805,8051.740234,142600000,8051.740234,,12895.25,12657.09961,12844.37012,12657.99023,1878278600,12657.99023,,2009.850952,1980.437988,1996.08606,2004.95105,88200,2004.95105,,7055.890137,6928.899902,6994.839844,7050.879883,91000,7050.800781,,3471.199951,3342.699951,3470.899902,3342.699951,0,3342.699951,,3418.800049,3300.199951,3418.600098,3300.300049,924189100,3300.300049,,8927.69043,8699.320313,8905.969727,8813.839844,39200,8813.839844,,1336.781982,1314.73999,1332.328979,1327.322998,6645700,1327.322998,,2734.409912,2705.090088,2734.409912,2705.090088,29782400,2705.090088,,1127.349976,1106.73999,1125.219971,1116.22998,346800,1116.22998,,,,,,,,,8757.900391,8472.5,8619.200195,8486.599609,210894900,8486.599609,,38845,37255,38543,37894,1744600,37894,,19616.30078,19038.84961,19469.96094,19306.73047,173302400,19306.73047,,2496.070068,2465.149902,2470.330078,2493.959961,0,2493.959961,,1064.900024,1031.699951,1062.699951,1057.800049,0,1057.800049,,594.8699951,570.2299805,593.9099731,572.7999878,0,572.7999878,,,,,,,,,,,,,,
1/23/2009,838.6099854,806.0700073,822.1599731,831.9500122,5832160000,831.9500122,,1495.27002,1434.079956,1440.780029,1477.290039,2210840000,1477.290039,,8152.589844,7909.029785,8108.790039,8077.560059,370510000,8077.560059,,5233.549805,5023.470215,5170.910156,5195.549805,5832160000,5195.549805,,1370.23999,1322.449951,1339.300049,1361.920044,106200,1361.920044,,,,,,,,,449.8399963,431.2600098,437.8200073,444.3599854,5832160000,444.3599854,,51.11000061,46.43000031,50.38999939,47.27000046,0,47.27000046,,4222.009766,4067.429932,4204,4178.939941,153362300,4178.939941,,2885.620117,2770.090088,2869.22998,2849.139893,169838300,2849.139893,,2167.52002,2086.090088,2155.100098,2147.870117,0,2147.870117,,500.1099854,484.8900146,496.769989,497.7099915,328528500,497.7099915,,1840.319946,1794.969971,1813.949951,1834.189941,38655800,1834.189941,,,,,,,,,7965.410156,7745.25,7965.410156,7745.25,119800000,7745.25,,12734.7998,12469.83984,12542.00977,12578.59961,2198158200,12578.59961,,2008.787964,1986.348022,2001.171997,1990.656982,86000,1990.656982,,7094.569824,6984.819824,7026.580078,7015.240234,78800,7015.161621,,,,,,,,,,,,,,,,8858.839844,8631.599609,8804.150391,8674.349609,44000,8674.349609,,1321.427979,1307.527954,1321.427979,1315.584961,5448600,1315.584961,,,,,,,,,1105.430054,1087.660034,1105.430054,1093.400024,268200,1093.400024,,,,,,,,,8687.799805,8387.599609,8428.5,8628,272410200,8628,,38660,36744,37891,38132,1433000,38132,,19572.65039,18963.69922,19211.93945,19348.81055,167630900,19348.81055,,2497.949951,2464.209961,2493.959961,2494.929932,0,2494.929932,,1076,1026.5,1057.199951,1066.5,0,1066.5,,,,,,,,,,,,,,,,,,,,,
1/26/2009,852.5300293,827.6900024,832.5,836.5700073,6039940000,836.5700073,,1514.380005,1470.810059,1479.97998,1489.459961,1815400000,1489.459961,,8231.679688,8023.160156,8078.040039,8116.029785,316720000,8116.029785,,5347.080078,5191.879883,5195.549805,5244.609863,6039940000,5244.609863,,1411.25,1361.920044,1361.920044,1388.369995,118000,1388.369995,,,,,,,,,458.8200073,443.5899963,444.5700073,450.0599976,6039940000,450.0599976,,47.93000031,44.29000092,47.88999939,45.68999863,0,45.68999863,,4371.52002,4145.120117,4165.709961,4326.870117,151593000,4326.870117,,2968.110107,2834.540039,2838.73999,2955.370117,170960700,2955.370117,,2241.689941,2133.090088,2143.409912,2226.77002,0,2226.77002,,518.2800293,496.6099854,498.1000061,516.3499756,378980100,516.3499756,,1892.109985,1839.199951,1846.319946,1884.030029,45022800,1884.030029,,,,,,,,,7807.160156,7671.040039,7714.259766,7682.140137,115000000,7682.140137,,,,,,,,,,,,,,,,,,,,,,,3445.800049,3374,3376,3444,0,3444,,3393.800049,3327,3328.600098,3392.300049,758879600,3392.300049,,,,,,,,,,,,,,,,2739.429932,2705.75,2705.75,2735.860107,19431600,2735.860107,,,,,,,,,,,,,,,,8821.900391,8539.400391,8700.099609,8656.5,196544700,8656.5,,39065,37831,38130,38509,1493800,38509,,19764.71094,19291.75977,19348.81055,19583.08008,115346700,19583.08008,,2516.169922,2490.040039,2494.929932,2514.899902,0,2514.899902,,1097.5,1055.5,1066.699951,1067.599976,0,1067.599976,,590.2299805,573.1699829,576.1300049,589.9400024,0,589.9400024,,,,,,,,,,,,,,
1/27/2009,850.4500122,835.4000244,837.2999878,845.710022,5353260000,845.710022,,1513.209961,1488.810059,1494.119995,1504.900024,1784110000,1504.900024,,8225.790039,8083.140137,8117.390137,8174.72998,247750000,8174.72998,,5341.299805,5240.950195,5244.629883,5315.439941,5353260000,5315.439941,,1405.910034,1385.939941,1388.380005,1399.560059,106000,1399.560059,,,,,,,,,458.019989,449.2099915,451.2099915,455.5799866,5353260000,455.5799866,,45.93000031,42.20000076,45.11000061,42.25,0,42.25,,4360.790039,4264.970215,4322.990234,4323.419922,128339900,4323.419922,,2970.949951,2907.639893,2970.449951,2954.530029,155556600,2954.530029,,2239.149902,2191.26001,2231.23999,2224.620117,0,2224.620117,,517.7999878,508.3599854,517.2700195,516.0300293,332853700,516.0300293,,1892.640015,1853.900024,1892.640015,1870.390015,45706800,1870.390015,,,,,,,,,8115.149902,7782.069824,7782.899902,8061.069824,152500000,8061.069824,,,,,,,,,,,,,,,,,,,,,,,3505.899902,3417.100098,3451.699951,3495.5,0,3495.5,,3444.899902,3365.600098,3398.399902,3435.100098,805770800,3435.100098,,9021.969727,8791.580078,8803.070313,9004.080078,34200,9004.080078,,1340.94397,1320.142944,1320.142944,1336.630981,5926500,1336.630981,,2750.540039,2724.350098,2735.860107,2747.899902,37090400,2747.899902,,,,,,,,,,,,,,,,8762.700195,8621.400391,8692.099609,8759.599609,183251400,8759.599609,,39025,38422,38511,38699,1423800,38699,,19864.40039,19540.15039,19586.82031,19616.15039,111633100,19616.15039,,2542.939941,2514.899902,2514.899902,2541.540039,0,2541.540039,,1086.099976,1068.800049,1074.800049,1079.400024,0,1079.400024,,597.6300049,588.6500244,596.460022,589.0300293,0,589.0300293,,,,,,,,,,,,,,
1/28/2009,877.8599854,845.7299805,845.7299805,874.0900269,6199180000,874.0900269,,1568.329956,1530.030029,1530.47998,1558.339966,2122250000,1558.339966,,8405.870117,8175.930176,8175.930176,8375.450195,357940000,8375.450195,,5528.490234,5315.439941,5315.439941,5501.459961,6199180000,5501.459961,,1434,1399.560059,1399.560059,1420.920044,101300,1420.920044,,,,,,,,,474.4700012,455.9700012,455.9700012,473.019989,6199180000,473.019989,,42.25,38.09000015,42.25,39.65999985,0,39.65999985,,4533.700195,4347.779785,4347.779785,4518.720215,172048600,4518.720215,,3085.689941,2989.679932,2998.350098,3076.01001,188188100,3076.01001,,2330.949951,2240.110107,2240.110107,2322.780029,0,2322.780029,,535.2199707,522.8900146,523.3400269,533.8800049,383650900,533.8800049,,1925.47998,1884.180054,1894.349976,1925.47998,69265000,1925.47998,,,,,,,,,8171.629883,7936.589844,8052.25,8106.290039,140000000,8106.290039,,,,,,,,,,,,,,,,,,,,,,,3564.100098,3506.600098,3525.199951,3526.199951,0,3526.199951,,3496.5,3442.899902,3460.600098,3461.300049,981432700,3461.300049,,9270.75,9053.799805,9077.650391,9257.469727,39800,9257.469727,,1339.938965,1320.791016,1339.938965,1321.45105,7767800,1321.45105,,2800.419922,2747.899902,2747.899902,2770.120117,62808000,2770.120117,,1160.189941,1122.329956,1123.22998,1157.97998,345300,1157.97998,,,,,,,,,8966.700195,8759.599609,8900.5,8906.200195,271162100,8906.200195,,40438,38704,38704,40227,2132400,40227,,20148.64063,19613.99023,19613.99023,20145.2207,222974300,20145.2207,,2579.949951,2541.540039,2541.540039,2571.110107,0,2571.110107,,1116.5,1080.699951,1080.699951,1105.5,0,1105.5,,608.0999756,596.2199707,596.2199707,607.7399902,0,607.7399902,,,,,,,,,,,,,,
1/29/2009,868.8900146,844.1500244,868.8900146,845.1400146,5067060000,845.1400146,,1537.839966,1505.699951,1537.469971,1507.839966,1932100000,1507.839966,,8373.139648,8137.939941,8373.05957,8149.009766,247450000,8149.009766,,5501.459961,5293.430176,5501.459961,5300.899902,5067060000,5300.899902,,1422.359985,1405.599976,1420.920044,1405.719971,104500,1405.719971,,,,,,,,,469.4400024,453.2399902,469.4400024,453.2399902,5067060000,453.2399902,,43.02999878,41.11999893,41.34000015,42.63000107,0,42.63000107,,4501.439941,4393.97998,4495.740234,4428.109863,142050200,4428.109863,,3064.139893,2986.01001,3054.149902,3009.75,153131800,3009.75,,2313.550049,2250.860107,2310.419922,2269.399902,0,2269.399902,,531.1300049,519.8699951,530.3699951,523.9400024,300699100,523.9400024,,1928.900024,1888.910034,1928.900024,1893.939941,43159200,1893.939941,,,,,,,,,8305.379883,8138.990234,8201.160156,8251.240234,160300000,8251.240234,,13560.07031,13109.26953,13560.07031,13154.42969,2662270000,13154.42969,,,,,,,,,,,,,,,,3548.399902,3471.600098,3513.5,3540.699951,0,3540.699951,,3484.800049,3410.399902,3450.300049,3478.100098,1013285000,3478.100098,,9379.679688,9164.959961,9340.589844,9236.280273,38800,9236.280273,,1336.628052,1319.662964,1333.620972,1324.650024,8697100,1324.650024,,2774.139893,2753.47998,2770.120117,2774.139893,41394200,2774.139893,,1179.150024,1160.75,1165.819946,1166.560059,384700,1166.560059,,,,,,,,,8906.200195,8740.799805,8815.5,8762.799805,231914900,8762.799805,,40229,39369,40229,39638,1330400,39638,,20120.32031,19537.05078,20112.28906,19537.05078,163286200,19537.05078,,2571.110107,2548.52002,2571.110107,2564.48999,0,2564.48999,,1109.599976,1082.400024,1109.599976,1088.5,0,1088.5,,611.6500244,599.9699707,611.4899902,599.9699707,0,599.9699707,,,,,,,,,,,,,,
1/30/2009,851.6599731,821.6699829,845.6900024,825.8800049,5350580000,825.8800049,,1523.449951,1472.51001,1519.459961,1476.420044,2054590000,1476.420044,,8195.759766,7961.919922,8149.009766,8000.859863,303160000,8000.859863,,5342.040039,5164.75,5300.600098,5195.790039,5350580000,5195.790039,,1431.030029,1405.719971,1405.719971,1420.430054,122900,1420.430054,,,,,,,,,459.3900146,442.4299927,455.4599915,443.5299988,5350580000,443.5299988,,45.52999878,42.09000015,42.63000107,44.84000015,0,44.84000015,,4454.390137,4312.169922,4420.330078,4338.350098,145201400,4338.350098,,3028.090088,2949.389893,2999.459961,2973.919922,178904700,2973.919922,,2279.48999,2221.709961,2263.909912,2236.97998,0,2236.97998,,526.7299805,514.8200073,519.3900146,518.789978,331578700,518.789978,,1909.949951,1881.900024,1887.47998,1900.089966,23154400,1900.089966,,,,,,,,,8142.879883,7922.390137,8142.879883,7994.049805,148000000,7994.049805,,13390.12012,12899.57031,12958.08008,13278.20996,3689336800,13278.20996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9438.30957,9088.150391,9111.120117,9424.240234,48000,9424.240234,,1332.666992,1315.241943,1324.521973,1332.666992,5567700,1332.666992,,,,,,,,,1163.76001,1144.52002,1147.569946,1162.109985,377000,1162.109985,,,,,,,,,8901.5,8579.900391,8901.5,8694.900391,264801300,8694.900391,,40273,39185,39637,39301,1477600,39301,,19752.60938,19320.98047,19501.10938,19565.14063,223409900,19565.14063,,2570.300049,2541.709961,2564.48999,2549.459961,0,2549.459961,,1093.199951,1074,1088.5,1077.099976,0,1077.099976,,,,,,,,,,,,,,,,,,,,,
2/2/2009,830.7800293,812.8699951,823.0900269,825.4400024,5673270000,825.4400024,,1502.719971,1460.51001,1460.849976,1494.430054,1987080000,1494.430054,,8000.620117,7867.370117,8000.620117,7936.75,293890000,7936.75,,5195.790039,5090.990234,5195.790039,5166.470215,5673270000,5166.470215,,1420.430054,1394.310059,1420.430054,1397.589966,111100,1397.589966,,,,,,,,,451.269989,437.2200012,441.2099915,449.6099854,5673270000,449.6099854,,49.54000092,45.25999832,49.41999817,45.52000046,0,45.52000046,,4309.189941,4198.149902,4309.169922,4271.040039,111287200,4271.040039,,2940.629883,2867.679932,2929.189941,2930.050049,125600900,2930.050049,,2214.75,2157.290039,2214.75,2198.73999,0,2198.73999,,512.5700073,502.2900085,511.730011,510.5899963,293406400,510.5899963,,1895.630005,1845.900024,1895.630005,1858.77002,82862200,1858.77002,,,,,,,,,7955.75,7795.27002,7908.509766,7873.97998,159700000,7873.97998,,13239.5,12733.34961,13194,12861.49023,2005490000,12861.49023,,2012.741943,1987.129028,2008.134033,2011.682983,84800,2011.682983,,7099.25,6995.839844,7073.870117,7087.609863,72000,7087.530273,,3578.699951,3503.300049,3505.800049,3508.699951,0,3508.699951,,3516.399902,3448.199951,3450.300049,3449.100098,1058865400,3449.100098,,9363.580078,9048.969727,9363.580078,9066.700195,39800,9066.700195,,1330.015015,1298.024048,1330.015015,1310.642944,5409100,1310.642944,,2780.360107,2760,2771.5,2780.290039,31328800,2780.290039,,1170.699951,1136.369995,1145.869995,1146.949951,374600,1146.949951,,4285.120117,4240.080078,4277.100098,4259.97998,2399800,4259.963867,,8694.900391,8533.599609,8603,8624.799805,186573300,8624.799805,,39364,38453,39296,38666,1334600,38666,,,,,,,,,2560.290039,2521.48999,2549.459961,2553.77002,0,2553.77002,,1070.400024,1051.5,1070.400024,1057.800049,0,1057.800049,,599.7000122,591.6699829,594.8900146,594.0599976,0,594.0599976,,,,,,,,,,,,,,
2/3/2009,842.5999756,821.9799805,825.6900024,838.5100098,5886310000,838.5100098,,1521.209961,1479.420044,1499.589966,1516.300049,2049840000,1516.300049,,8111.569824,7905.52002,7936.990234,8078.359863,313090000,8078.359863,,5294.350098,5161.700195,5166.529785,5268.02002,5886310000,5268.02002,,1432.73999,1397.589966,1397.589966,1424.790039,92400,1424.790039,,,,,,,,,455.2600098,445.8099976,450.3099976,452.8999939,5886310000,452.8999939,,45.52000046,42.43000031,45.52000046,43.06000137,0,43.06000137,,4385.439941,4224.529785,4302.52002,4374.959961,130716600,4374.959961,,2989.169922,2899.219971,2951.310059,2982.389893,138869300,2982.389893,,2248.169922,2179.399902,2212.590088,2244.889893,0,2244.889893,,519.75,506.2099915,514.6300049,519.0300293,279379900,519.0300293,,1883.869995,1859.579956,1869.089966,1883.810059,53811200,1883.810059,,,,,,,,,8084.410156,7800.799805,7862.950195,7825.509766,181500000,7825.509766,,13065.96973,12729.04004,12991.49023,12776.88965,1562248800,12776.88965,,2060.925049,2005.021973,2011.77002,2060.808105,134400,2060.808105,,7266.410156,7046.620117,7089.950195,7266.410156,136500,7266.328613,,3514.199951,3428,3503.199951,3437.899902,0,3437.899902,,3454.300049,3374.800049,3444.5,3382.300049,1008116400,3382.300049,,9302.25,9040.55957,9128.990234,9149.299805,46000,9149.299805,,1313.489014,1300.072021,1311.198975,1304.331055,4763800,1304.331055,,2792.620117,2764.320068,2780.290039,2768.620117,28347200,2768.620117,,1174.280029,1137.829956,1152.939941,1163.199951,347700,1163.199951,,4389.870117,4295.259766,4300.560059,4372.810059,2919000,4372.793945,,8663,8540.5,8643.900391,8628.599609,206606800,8628.599609,,39765,38655,38665,39747,1545000,39747,,19777.86914,19519.35938,19563.9707,19630.46094,172960200,19630.46094,,2587.459961,2549.280029,2553.77002,2580.689941,0,2580.689941,,1077.5,1057.400024,1058.5,1072.300049,0,1072.300049,,604.5300293,597.1599731,599.0200195,604.5300293,0,604.5300293,,,,,,,,,,,,,,
2/4/2009,851.8499756,829.1799927,837.7700195,832.2299805,6420450000,832.2299805,,1549.640015,1508.869995,1517.189941,1515.050049,2197050000,1515.050049,,8162.149902,7929.259766,8070.319824,7956.660156,345520000,7956.660156,,5360.52002,5221.259766,5268.02002,5242.75,6420450000,5242.75,,1431.780029,1398.569946,1424.790039,1404.25,122900,1404.25,,,,,,,,,461.1099854,446.730011,453.0299988,448.480011,6420450000,448.480011,,44.52000046,41.38999939,43.06000137,43.84999847,0,43.84999847,,4545.52002,4372.009766,4388.259766,4492.790039,139793300,4492.790039,,3097.72998,2988.449951,3007.959961,3068.98999,174172400,3068.98999,,2321.419922,2243.840088,2254.340088,2297.72998,0,2297.72998,,535.2199707,519.2700195,521.9400024,530.9699707,335304300,530.9699707,,1916.219971,1877.550049,1896.810059,1906.48999,63509600,1906.48999,,,,,,,,,8084.970215,7863.649902,7897.240234,8038.939941,156800000,8038.939941,,13108.74023,12975.2998,13029.41992,13063.88965,2070871000,13063.88965,,2108.25708,2067.785889,2068.085938,2107.749023,151800,2107.749023,,7477.629883,7288.399902,7300.189941,7477.629883,150400,7477.546387,,3460.899902,3414.5,3460.300049,3428.600098,0,3428.600098,,3403.600098,3361.600098,3400.600098,3372.600098,974966000,3372.600098,,9338.209961,9164.160156,9226.200195,9201.849609,41600,9201.849609,,1320.363037,1307.642944,1311.881958,1320.363037,5817400,1320.363037,,2773.5,2754.820068,2768.620117,2773.5,29001400,2773.5,,1195.52002,1176.099976,1183.219971,1195.369995,450200,1195.369995,,4422.560059,4366.410156,4422.560059,4389.970215,3048800,4389.954102,,8814,8628.599609,8700,8693.099609,282623000,8693.099609,,41490,39746,39746,40129,2408600,40129,,19958.41992,19543.15039,19630.46094,19622.59961,181935300,19622.59961,,2610.909912,2580.689941,2580.689941,2591.22998,0,2591.22998,,1107,1074.099976,1074.099976,1079,0,1079,,619.9000244,605.7299805,606.8900146,618.3400269,0,618.3400269,,,,,,,,,,,,,,
2/5/2009,850.5499878,819.9099731,831.75,845.8499756,6624030000,845.8499756,,1554.369995,1495.52002,1498.589966,1546.23999,2511750000,1546.23999,,8107.830078,7845.310059,7954.830078,8063.069824,390980000,8063.069824,,5360.040039,5170.759766,5242.759766,5326.009766,6624030000,5326.009766,,1431.98999,1402.930054,1404.329956,1426.5,116000,1426.5,,,,,,,,,459.9299927,443.3200073,447.9599915,455.0799866,6624030000,455.0799866,,46.22999954,42.31999969,43.83000183,43.72999954,0,43.72999954,,4519.439941,4387.779785,4443.950195,4510.490234,126373300,4510.490234,,3069.110107,2976.590088,3011.129883,3066.290039,147302400,3066.290039,,2296.97998,2226.600098,2266.639893,2293.22998,0,2293.22998,,530.1799927,517.0700073,519.5999756,529.6900024,287932400,529.6900024,,1910.430054,1872.810059,1879.069946,1907.219971,41357200,1907.219971,,,,,,,,,8093.959961,7901.040039,7985.529785,7949.649902,169500000,7949.649902,,13492.53027,13018.63965,13084.79004,13178.90039,3384982400,13178.90039,,2149.476074,2082.595947,2106.834961,2098.018066,165400,2098.018066,,7640.930176,7348.379883,7468.669922,7413.419922,180500,7413.336914,,3493.199951,3441,3441,3469.899902,0,3469.899902,,3432.300049,3383.300049,3383.399902,3407.5,858786300,3407.5,,9247.089844,9017.080078,9241.55957,9090.879883,29600,9090.879883,,1331.505981,1318.786987,1319.515015,1328.074951,13499100,1328.074951,,,,,,,,,1206.72998,1177.880005,1187.050049,1177.880005,463600,1177.880005,,4422.410156,4363.25,4380.799805,4363.25,2846200,4363.233887,,8861,8607.5,8708.099609,8861,243661500,8861,,41373,39791,40120,41109,1932800,41109,,19771.85938,19328.74023,19622.59961,19736.96094,147148800,19736.96094,,2633.840088,2583.340088,2591.22998,2627.080078,0,2627.080078,,1114.800049,1084.599976,1097.5,1110.699951,0,1110.699951,,625.6799927,610.4799805,612.6900024,623.3800049,0,623.3800049,,,,,,,,,,,,,,
2/6/2009,870.75,845.4199829,846.0900269,868.5999756,6484100000,868.5999756,,1594.26001,1545.849976,1547,1591.709961,2389530000,1591.709961,,8312.370117,8052.240234,8056.379883,8280.589844,396380000,8280.589844,,5493.950195,5325.540039,5326.009766,5475.279785,6484100000,5475.279785,,1449.040039,1417.619995,1426.5,1437.869995,104100,1437.869995,,,,,,,,,471.5299988,454.519989,454.9899902,470.7000122,6484100000,470.7000122,,43.70999908,41.20000076,43.70999908,43.36999893,0,43.36999893,,4657.060059,4506.450195,4524.799805,4644.629883,164838400,4644.629883,,3146.689941,3056.919922,3090.080078,3122.790039,186071000,3122.790039,,2355.790039,2286.76001,2304.959961,2343.659912,0,2343.659912,,542.8599854,529.7600098,533.539978,540.3699951,333454700,540.3699951,,1927.109985,1895.25,1918.859985,1916.880005,58708200,1916.880005,,,,,,,,,8169.040039,8033.240234,8054.27002,8076.620117,147300000,8076.620117,,13660.24023,13322.62012,13535.75977,13655.04004,2428156800,13655.04004,,2185.085938,2102.077881,2102.077881,2181.239014,160800,2181.239014,,7772.390137,7440.27002,7440.27002,7771.899902,167500,7771.8125,,,,,,,,,,,,,,,,9321.379883,9160.830078,9161.490234,9300.860352,28400,9300.860352,,1351.91394,1336.517944,1337.578979,1350.640991,27617600,1350.640991,,,,,,,,,1210.26001,1190.670044,1199.170044,1210.26001,570800,1210.26001,,4507.299805,4432.160156,4438.299805,4471.25,3491000,4471.233398,,9102,8824.700195,8827.099609,9008,245330000,9008,,42873,41110,41110,42756,2180000,42756,,20459.16016,19736.96094,19736.96094,20438.13086,211926200,20438.13086,,2678.939941,2627.080078,2627.080078,2673.280029,0,2673.280029,,1152.199951,1110.699951,1111,1143.800049,0,1143.800049,,,,,,,,,,,,,,,,,,,,,
2/9/2009,875.0100098,861.6500244,868.2399902,869.8900146,5574370000,869.8900146,,1598.22998,1576.099976,1590.73999,1591.560059,1906940000,1591.560059,,8315.070313,8196.240234,8281.379883,8270.870117,289280000,8270.870117,,5524.120117,5440.529785,5475.279785,5479.879883,5574370000,5479.879883,,1475.47998,1437.290039,1437.869995,1457.26001,96300,1457.26001,,,,,,,,,471.1900024,463.5,470.2799988,467.9400024,5574370000,467.9400024,,45.45000076,43.04000092,45.40000153,43.63999939,0,43.63999939,,4688.589844,4596.740234,4627.830078,4666.819824,145603100,4666.819824,,3146.129883,3089.77002,3110.600098,3134.870117,131155900,3134.870117,,2358.439941,2316.350098,2336.02002,2348.949951,0,2348.949951,,543.8400269,535.5900269,537.6500244,542.2700195,242310100,542.2700195,,1928.969971,1897,1909.880005,1927.25,69133400,1927.25,,,,,,,,,8257.709961,7969.029785,8178.069824,7969.029785,140500000,7969.029785,,13865.58984,13561.54004,13865.58984,13769.05957,2692955600,13769.05957,,2238.894043,2196.708008,2211.316895,2224.714111,192400,2224.714111,,8129.189941,7861.850098,7891.490234,8087.689941,198400,8087.599609,,3523.800049,3462.899902,3515.899902,3488.699951,0,3488.699951,,3459.300049,3404.899902,3452.199951,3428.600098,824959100,3428.600098,,9601.55957,9329.299805,9359,9583.889648,20000,9583.889648,,1360.94397,1332.279053,1360.94397,1342.225952,17933800,1342.225952,,2772.649902,2745.629883,2766.560059,2750.050049,33894200,2750.050049,,1227.72998,1199.930054,1224.439941,1202.689941,476000,1202.689941,,4574.740234,4494.589844,4562.680176,4494.589844,3619200,4494.573242,,9151.599609,8997.400391,9055.799805,9047.299805,194103000,9047.299805,,43441,41977,42755,42100,1749400,42100,,20537.09961,20327.93945,20437.80078,20537.09961,124175700,20537.09961,,2707.030029,2654.570068,2673.280029,2696.27002,0,2696.27002,,1166.5,1135.5,1144.099976,1136,0,1136,,644.2199707,636.4299927,641.5599976,644.2199707,0,644.2199707,,,,,,,,,,,,,,
